Indicador,Indicador (descrição),Temas,Regionalizado por,Responsável,Interessado,Variável,Variável (descrição),Fonte checada,Forma de obtenção
120,#N/A,#N/A,#N/A,#N/A,#N/A,V0040,Crianças com esquema de vacinação básico completo,SI-PNI,DATASUS
121,Mortes de ciclistas no trânsito (por 10 mil veículos),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0117,Óbitos de ciclistas no trânsito,CET,Envio da Secretaria
121,Mortes de ciclistas no trânsito (por 10 mil veículos),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0120,Frota de veículos,IBGE,IBGE
122,03.06.04 Mortes de ciclistas no trânsito (por 100 mil habitantes),"Mobilidade e Segurança no Trânsito, ODS São Paulo, ",    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0117,Óbitos de ciclistas no trânsito,CET,Envio da Secretaria
122,03.06.04 Mortes de ciclistas no trânsito (por 100 mil habitantes),"Mobilidade e Segurança no Trânsito, ODS São Paulo, ",    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0001,População total,Seade,SEADE
123,Número de mortes de motociclistas no trânsito,Mobilidade e Segurança no Trânsito ,    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0124,Óbitos de motociclistas no trânsito,CET,Envio da Secretaria
124,Mortes de motociclistas no trânsito (por 10 mil motocicletas),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0125,Frota de motocicletas,SMT,Envio da Secretaria
124,Mortes de motociclistas no trânsito (por 10 mil motocicletas),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0124,Óbitos de motociclistas no trânsito,CET,Envio da Secretaria
125,Mortes de motociclistas no trânsito (por 10 mil veículos),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0124,Óbitos de motociclistas no trânsito,CET,Envio da Secretaria
125,Mortes de motociclistas no trânsito (por 10 mil veículos),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0120,Frota de veículos,IBGE,IBGE
126,03.06.03 Mortes de motociclistas no trânsito (por 100 mil habitantes),"Mobilidade e Segurança no Trânsito, ODS São Paulo, ",    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0124,Óbitos de motociclistas no trânsito,CET,Envio da Secretaria
126,03.06.03 Mortes de motociclistas no trânsito (por 100 mil habitantes),"Mobilidade e Segurança no Trânsito, ODS São Paulo, ",    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0001,População total,Seade,SEADE
127,Número de mortes de ocupantes de veículos no trânsito,Mobilidade e Segurança no Trânsito ,    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0126,Óbitos de ocupantes de veículos no trânsito,CET,Envio da Secretaria
128,Mortes de ocupantes de veículos no trânsito (por 10 mil veículos),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0126,Óbitos de ocupantes de veículos no trânsito,CET,Envio da Secretaria
128,Mortes de ocupantes de veículos no trânsito (por 10 mil veículos),Mobilidade e Segurança no Trânsito ,    1 Municipio(s),SMT,SMT,V0120,Frota de veículos,IBGE,IBGE
129,Mortes de ocupantes de veículos no trânsito (por 100 mil habitantes),"Mobilidade e Segurança no Trânsito, ",    1 Municipio(s),SMT,SMT,V0126,Óbitos de ocupantes de veículos no trânsito,CET,Envio da Secretaria
129,Mortes de ocupantes de veículos no trânsito (por 100 mil habitantes),"Mobilidade e Segurança no Trânsito, ",    1 Municipio(s),SMT,SMT,V0001,População total,Seade,SEADE
130,População em idade escolar - 15 a 17 anos,População ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),CAGI,SME,V0127,População - 15 a 17 anos,Seade,SEADE
131,Taxa de Universalização do Ensino Médio (%),Educação ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SME,SME,V0128,Matrículas - ensino médio todas as redes,Inep,Inep
131,Taxa de Universalização do Ensino Médio (%),Educação ,   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SME,SME,V0127,População - 15 a 17 anos,Seade,SEADE
132,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Administração (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
132,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Administração (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0130,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Administração,SF,Dados Abertos
133,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Agricultura (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0131,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Agricultura,SF,Dados Abertos
133,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Agricultura (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
134,01.0a.03 Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Assistência Social (%),"Finanças Públicas, ODS São Paulo",    1 Municipio(s),CAGI,SF,V0132,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Assistência Social,SF,Dados Abertos
134,01.0a.03 Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Assistência Social (%),"Finanças Públicas, ODS São Paulo",    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
135,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Comércio e Serviços (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0133,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Comércio e Serviços,SF,Dados Abertos
135,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Comércio e Serviços (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
136,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Comunicações (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0134,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Comunicações,SF,Dados Abertos
136,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Comunicações (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
137,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Cultura (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0135,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Cultura,SF,Dados Abertos
137,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Cultura (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
138,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Defesa Nacional (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0136,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Defesa Nacional,SF,Dados Abertos
138,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Defesa Nacional (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
139,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Desporto e Lazer (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0137,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Desporto e Lazer,SF,Dados Abertos
139,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Desporto e Lazer (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
140,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Direitos da Cidadania (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0138,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Direitos da Cidadania,SF,Dados Abertos
140,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Direitos da Cidadania (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
141,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Educação (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0139,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Educação,SF,Dados Abertos
141,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Educação (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
142,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Encargos Especiais (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0140,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Encargos Especiais,SF,Dados Abertos
142,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Encargos Especiais (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
143,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Energia (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0141,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Energia,SF,Dados Abertos
143,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Energia (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
144,Despesa realizada pela Prefeitura Municipal de São Paulo - função orçamentária Gestão Ambiental (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0142,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Gestão Ambiental,SF,Dados Abertos
144,Despesa realizada pela Prefeitura Municipal de São Paulo - função orçamentária Gestão Ambiental (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
145,11.03.01 Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Habitação (%),"Finanças Públicas, ODS São Paulo",    1 Municipio(s),CAGI,SF,V0143,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Habitação,SF,Dados Abertos
145,11.03.01 Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Habitação (%),"Finanças Públicas, ODS São Paulo",    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
147,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Judiciária (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0145,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Judiciária,SF,Dados Abertos
147,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Judiciária (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
148,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Legislativa (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0146,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Legislativa,SF,Dados Abertos
148,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Legislativa (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
149,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Previdência Social (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0147,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Previdência Social,SF,Dados Abertos
149,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Previdência Social (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
150,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Relações Exteriores (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0148,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Relações Exteriores,SF,Dados Abertos
150,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Relações Exteriores (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
152,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Saneamento (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0150,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Saneamento,SF,Dados Abertos
152,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Saneamento (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
153,Despesa realizada pela Prefeitura Municipal de São Paulo - função orçamentária Saúde (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0151,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Saúde,SF,Dados Abertos
153,Despesa realizada pela Prefeitura Municipal de São Paulo - função orçamentária Saúde (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
154,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Segurança Pública (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0152,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Segurança Pública,SF,Dados Abertos
154,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Segurança Pública (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
155,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Trabalho (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0153,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Trabalho,SF,Dados Abertos
155,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Trabalho (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0129,Orçamento liquidado da Prefeitura Municipal de São Paulo,SF,Dados Abertos
156,Número de mortes de pedestres no trânsito,Mobilidade e Segurança no Trânsito ,    1 Municipio(s)    32  Subprefeitura(s),SMT,SMT,V0156,Óbitos de pedestres no trânsito,CET,Envio da Secretaria
157,Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Transporte (%),Finanças Públicas ,    1 Municipio(s),CAGI,SF,V0154,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Transporte,SF,Dados Abertos
